"(True, (None, None, None, None, None, None, None, None, None))",0.05564999999999836,0.05564999999999836,0.05564999999795775,0.055649998851488434,0.05559999981239638,0.05555499996840537,0.05564998807385732,0.055647351162805385,0.055649495167767994
"(False, (None, None, None, None, None, None, None, None, None))",0.05564999999999836,0.05564999999999836,0.055649999708071184,0.055564999996291484,0.05559999997594403,0.05564999794700962,0.05564999999999836,0.05555999896390913,0.05559999999207588
"(False, (1, None, None, None, None, None, None, None, None))",0.0,0.5555548702534067,0.556499999997026,0.5555546216819295,0.5554999976691647,0.5559999983023639,0.5564999999999871,0.5564999999846271,0.5506499967768057
"(False, (None, None, 1, None, None, None, None, None, None))",0.5046083003474667,0.5040408520657282,0.0,0.5051223541311184,0.5505499999737101,0.5048814805368842,0.5051485518721018,0.5564999999819815,0.5049715715118211
"(False, (None, None, None, None, None, None, None, None, 1))",0.5506491130035773,0.5564966198149306,0.5559999999999511,0.5438972307930433,0.5492722530707107,0.5045116579609233,0.5515209564297253,0.5551174359204992,0.0
"(False, (None, None, None, None, None, None, 1, None, None))",0.5555609663547271,0.5564998936013859,0.5052224898000192,0.5047120808300217,0.5503158351947256,0.5542402090439086,0.0,0.5061637333821052,0.5048284485156803
"(True, (1, None, None, None, None, None, None, 0, None))",0.0,5.056499899462042,5.564999999873592,5.5557328106457655,5.559120289143755,0.5570039093396205,5.063340155576404,0.0,5.553967558688123
"(True, (None, None, 1, 0, None, None, None, None, None))",5.053780168107257,2.292629866309035,0.0,0.0,2.8093223014259094,3.470567160936215,2.24015624844235,0.07983252845434782,3.376719814228254
"(True, (None, 0, None, None, None, None, None, None, 1))",4.31739241707288,0.0,2.550185309510645,0.2839272864055273,3.9197895933014086,3.1815474799155434,5.564984859774145,2.636174907648803,0.0
"(True, (None, None, None, None, None, 0, 1, None, None))",5.551263380351288,0.06010674255795235,2.097872519077041,2.0652840239660146,3.1115094572716653,0.0,0.0,2.009648830011844,2.109480784445171
"(False, (1, None, None, None, 1, None, None, 0, None))",0.0,8.7013058293532,8.462303940199426,7.9969476068315535,0.0,8.846063486693307,13.343769298650958,0.0,55.593886581816186
"(False, (None, None, 1, 0, 1, None, None, None, None))",2.284043294730553,0.5939537879864951,0.0,0.0,0.0,0.3981294141133268,48.87965435543392,0.46440486105333867,0.16990872673242663
"(False, (None, 0, None, None, 1, None, None, None, 1))",52.07245768099125,0.0,0.7370414448595571,0.6950100856918386,0.0,1.1989776004704151,1.306361060991899,0.46448565140045656,0.0
"(False, (None, None, None, None, 1, 0, 1, None, None))",3.0562136038077057,2.715940115506064,54.844503425427725,1.1236903031690295,0.0,0.0,0.0,1.7087698049830693,2.65050487177871
"(True, (1, None, None, 0, 1, None, None, 0, None))",0.0,1.6835409811291184,0.8236787571214822,0.0,0.0,1.1777168229043133,0.9148908201333682,0.0,94.18218280232912
"(True, (None, 0, 1, 0, 1, None, None, None, None))",0.1422925807100259,0.0,0.0,0.0,0.0,0.05231582864407979,35.08973716315975,0.3047736513537699,0.020502363932583784
"(True, (None, 0, None, None, 1, 0, None, None, 1))",70.65772784747836,0.0,0.0788635486979285,0.1637819444255773,0.0,0.0,0.38399740167730834,0.5880697200984799,0.0
"(True, (None, None, None, None, 1, 0, 1, 0, None))",0.31688472277595886,0.07751290004861419,49.00142537504343,0.10164552778534595,0.0,0.0,0.0,0.0,0.09732486896950092
"(False, (1, None, None, 0, 1, None, None, 0, 1))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(False, (None, 0, 1, 0, 1, None, 1, None, None))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(False, (1, 0, None, None, 1, 0, None, None, 1))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(False, (None, None, 1, None, 1, 0, 1, 0, None))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(True, (1, None, None, 0, 1, None, 0, 0, 1))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
